title,company,location,work_type,level,compensation,link,id,scraped_date
Senior AI Deployment Engineer,Stryker,12 Locations,In-Office,Senior level,,https://builtin.com/job/senior-ai-deployment-engineer/7206906,7206906,2026-02-04
AI Software Developer,WorldQuant,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/lead-ai-software-developer/6604377,6604377,2026-02-04
AI Product Engineer,Luminance,"London, England, GBR",In-Office,Mid level,,https://builtin.com/job/ai-product-engineer/7242849,7242849,2026-02-04
Senior Data Scientist/AI Engineer  (Remote),YouGov,2 Locations,In-Office or Remote,Senior level,189K-212K Annually,https://builtin.com/job/senior-ai-data-scientist-remote/7871117,7871117,2026-02-04
Senior AI Engineer,GSMA,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/senior-ai-engineer/7749455,7749455,2026-02-04
Senior Software Engineer - AI Products,hyperexponential,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/senior-ai-engineer-london/7950954,7950954,2026-02-04
Founding AI Product Engineer,Nory,2 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-ai-engineer/7642028,7642028,2026-02-04
"Senior Machine Learning Engineer, Data for Embodied AI",Wayve,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/senior-machine-learning-engineer-data-embodied-ai/7436250,7436250,2026-02-04
AI Platform Engineer,Light (light.inc),"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/ai-platform-engineer/8369199,8369199,2026-02-04
Senior Software Engineer AI,Thomson Reuters,"London, Greater London, England, GBR",Hybrid,Senior level,,https://builtin.com/job/senior-software-engineer-ai/7762573,7762573,2026-02-04
Software Engineer - AI,Thomson Reuters,"London, Greater London, England, GBR",Hybrid,Mid level,,https://builtin.com/job/software-engineer-ai/7821596,7821596,2026-02-04
Senior AI Deployment Engineer,Inari Medical,12 Locations,In-Office,Senior level,,https://builtin.com/job/senior-ai-deployment-engineer/8341108,8341108,2026-02-04
Software Engineer (Applied AI),Euphoric,"London, Greater London, England, GBR",In-Office,Junior,90K-110K Annually,https://builtin.com/job/software-engineer-applied-ai/8362948,8362948,2026-02-04
Senior Java Engineer - AI Enablement,IG Group,"Cannon Street, London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/senior-java-engineer-ai-enablement/8362758,8362758,2026-02-04
"Senior ML Engineer (LLM, Agentic AI)",Nisos,United Kingdom,,Senior level,,https://builtin.com/job/senior-ml-engineer-llm-agentic-ai/7772649,7772649,2026-02-04
AI Staff Engineer,Multiverse,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/ai-solutions-engineer/8356379,8356379,2026-02-04
AI Research Engineer,Xaira Therapeutics,"London, Greater London, England, GBR",In-Office or Remote,Senior level,,https://builtin.com/job/senior-staff-research-engineer/6596263,6596263,2026-02-04
Principal AI Deployment Engineer,Howden Re,"London, Greater London, England, GBR",In-Office,Mid level,,https://builtin.com/job/principal-ai-deployment-engineer/8342705,8342705,2026-02-04
"Machine Learning Engineer, AI Foundations",Waymo,2 Locations,In-Office,Mid level,93K-100K Annually,https://builtin.com/job/machine-learning-engineer-ai-foundations/8331644,8331644,2026-02-04
"Senior Machine Learning Engineer, AI Foundations",Waymo,2 Locations,In-Office,Senior level,120K-130K Annually,https://builtin.com/job/senior-machine-learning-engineer-ai-foundations/8329804,8329804,2026-02-04
"Lead Engineer, AI Platform",Bullish,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/lead-engineer-ai-platform/8325337,8325337,2026-02-04
Sr. AI Systems Engineer,AiFi Inc.,"London, England, GBR",In-Office or Remote,Senior level,,https://builtin.com/job/sr-ai-systems-engineer/3756970,3756970,2026-02-04
AI Native Engineer - AI Enablement,OakNorth,"London, Greater London, England, GBR",Hybrid,Senior level,,https://builtin.com/job/ai-native-engineer-ai-enablement/8314134,8314134,2026-02-04
Senior Machine Learning Engineer - AI Foundations,Kraken,"London, Greater London, England, GBR",In-Office or Remote,Mid level,,https://builtin.com/job/senior-machine-learning-engineer-ai-foundations/8312117,8312117,2026-02-04
Quantitative Developer -  AI Implementation,WorldQuant,8 Locations,In-Office,Junior,150K-200K Annually,https://builtin.com/job/quantitative-developer-ai-implementation/6417854,6417854,2026-02-04
AI Engineer (Technical Product Owner),Foxelli Group,26 Locations,In-Office or Remote,Mid level,1K-2K Annually,https://builtin.com/job/n8n-automation-specialist/8135769,8135769,2026-02-04
Senior Software Engineer I (Python & AI),LexisNexis,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/senior-software-engineer-i-python-ai/7609962,7609962,2026-02-04
AI Engineer - Remote Europe,Reedsy,6 Locations,Remote,Mid level,70K-120K Annually,https://builtin.com/job/ai-engineer-remote-europe/7771933,7771933,2026-02-04
Developer Relations Manager - Artificial Intelligence,NVIDIA,UK,Remote,Expert/Leader,,https://builtin.com/job/developer-relations-manager-artificial-intelligence/7745041,7745041,2026-02-04
AI/ ML Engineer (Python),proSapient,"London, Greater London, England, GBR",In-Office,Mid level,,https://builtin.com/job/ai-ml-engineer-python/7787209,7787209,2026-02-04
AI - Enabled Software Engineer,Mark43,United Kingdom,,Senior level,,https://builtin.com/job/ai-enabled-software-engineer/4765340,4765340,2026-02-04
Staff AI Data Engineer -  Rockerbox,DoubleVerify,United Kingdom,Remote,Senior level,128K-230K Annually,https://builtin.com/job/staff-software-engineer-data-rockerbox/7013913,7013913,2026-02-04
Senior AI/ML engineer,Flo Health Inc.,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/ai-ml-engineer/8075221,8075221,2026-02-04
Software Engineer III (Python & AI),LexisNexis,"London, Greater London, England, GBR",In-Office,Mid level,,https://builtin.com/job/software-engineer-iii-python-ai/7609933,7609933,2026-02-04
"Senior Software Engineer, AI Data",AssemblyAI,"London, Greater London, England, GBR",In-Office,Senior level,141K-185K Annually,https://builtin.com/job/senior-software-engineer-ai-data/7878314,7878314,2026-02-04
Applied AI & Platform Engineer,Teneo,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/applied-ai-platform-engineer/8290254,8290254,2026-02-04
Backend Engineer - AI platform,Flo Health Inc.,"London, Greater London, England, GBR",In-Office,Senior level,200K-200K Annually,https://builtin.com/job/backend-engineer-ai-platform/8288611,8288611,2026-02-04
AI Engineer,Cytora,2 Locations,Remote,Mid level,,https://builtin.com/job/ai-engineer/7747103,7747103,2026-02-04
AI Developer Tooling Engineer,fanvue,UK,Remote,Mid level,,https://builtin.com/job/ai-developer-tooling-engineer/7031503,7031503,2026-02-04
"Distinguished Engineer, Data, ML & AI, Office of the CTO",Equinix,3 Locations,In-Office,Expert/Leader,250K-374K Annually,https://builtin.com/job/distinguished-engineer-data-ml-ai-office-cto/6837630,6837630,2026-02-04
AI Sales Engineer,ConnectWise,"London, Greater London, England, GBR",In-Office,Mid level,,https://builtin.com/job/ai-sales-engineer/8280552,8280552,2026-02-04
Senior Software Engineer - AI Adoption Product,Multiverse,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/senior-software-engineer-ai-adoption-product/8273433,8273433,2026-02-04
"Applied AI, Forward Deployed Machine Learning Engineer - (Internship)",Mistral AI,2 Locations,In-Office,Internship,,https://builtin.com/job/applied-ai-forward-deployed-machine-learning-engineer-internship/7369042,7369042,2026-02-04
"Full Stack Engineer, AI Experience",Miro,"London, Greater London, England, GBR",Hybrid,Mid level,,https://builtin.com/job/full-stack-engineer-ai/6728117,6728117,2026-02-04
Senior AI Integration Engineer,MONY Group,2 Locations,In-Office,Senior level,,https://builtin.com/job/senior-ai-integration-engineer/6700032,6700032,2026-02-04
"Applied AI, Forward Deployed Machine Learning Engineer - EMEA",Mistral AI,7 Locations,In-Office or Remote,Mid level,,https://builtin.com/job/ai-solution-architect-europe/2935725,2935725,2026-02-04
Senior Full-Stack Engineer - Physical AI,Encord,"London, Greater London, England, GBR",Hybrid,Senior level,,https://builtin.com/job/senior-full-stack-engineer-physical-ai/8240002,8240002,2026-02-04
Senior AI/ML Engineer,Cyberhaven,United Kingdom,Remote,Senior level,250K-250K Annually,https://builtin.com/job/senior-ai-ml-engineer/8328592,8328592,2026-02-04
AI Platform Engineer,SS&C Technologies,UK,Remote,Senior level,,https://builtin.com/job/ai-platform-engineer/7530812,7530812,2026-02-04
Senior Software Engineer - AI Platform Engineering,Dojo,"London, England, GBR",In-Office,Mid level,,https://builtin.com/job/ai-engineer/7105692,7105692,2026-02-04
"Software engineer, generative AI (UK)",Writer,2 Locations,In-Office or Remote,Senior level,50K-120K Annually,https://builtin.com/job/software-engineer-generative-ai-uk/8233182,8233182,2026-02-04
"Software engineer, AI product",Watershed,"London, England, GBR",Hybrid,Mid level,,https://builtin.com/job/software-engineer-ai-product/7082017,7082017,2026-02-04
Software Engineer – Applied AI Systems,Symbolica AI,"London, Greater London, England, GBR",In-Office,Mid level,30K-100K Annually,https://builtin.com/job/python-software-engineer-sdk-applied-ai-systems/7298883,7298883,2026-02-04
AI Data Engineer,Convatec,2 Locations,In-Office,Mid level,,https://builtin.com/job/ai-data-engineer/7829276,7829276,2026-02-04
AI & ML Engineer,Charlotte Tilbury,"London, England, GBR",In-Office,Mid level,,https://builtin.com/job/ai-ml-engineer/7075236,7075236,2026-02-04
Lead AI & ML Engineer,Charlotte Tilbury,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/lead-ai-ml-engineer/7503893,7503893,2026-02-04
Senior Technical Writer/Documentation Engineer - AI,hyperexponential,2 Locations,In-Office,Entry level,,https://builtin.com/job/ai-technical-writer/7298439,7298439,2026-02-04
"Software Engineer, AI Product Engineer",Normal Computing,3 Locations,Remote or Hybrid,Senior level,150K-250K Annually,https://builtin.com/job/software-engineer-full-stack/6773139,6773139,2026-02-04
Senior AI/ML Developer,Everway,UK,Remote,Senior level,,https://builtin.com/job/senior-ai-ml-developer/8189721,8189721,2026-02-04
Senior Python Engineer - AI,Man Group,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/senior-ai-engineer/7057470,7057470,2026-02-04
Senior Specialist - AI & Integra Engineer - AI Group,Input Output,United Kingdom,Remote,Senior level,,https://builtin.com/job/senior-specialist-ai-integra-engineer-ai-group/7360173,7360173,2026-02-04
AI Product & Research Engineer,Capital,"London, England, GBR",In-Office,Mid level,1-1 Annually,https://builtin.com/job/ai-product-research-engineer/6659050,6659050,2026-02-04
"Senior Software Engineer - Python, ML & AI Systems",Cornspring,2 Locations,In-Office,Senior level,,https://builtin.com/job/senior-software-engineer-python-ml-ai-systems/8001383,8001383,2026-02-04
Back-End Engineer (Generative AI),Neo4j,"London, Greater London, England, GBR",In-Office,Senior level,200K-200K Annually,https://builtin.com/job/back-end-engineer-generative-ai/7998710,7998710,2026-02-04
Contract Principal Operations Engineer (Automation & AI),YLD,UK,Remote,Senior level,,https://builtin.com/job/contract-principal-operations-engineer-automation-ai/8252085,8252085,2026-02-04
"Full Stack Software Engineer, AI",SandboxAQ,3 Locations,Remote,Mid level,113K-186K Annually,https://builtin.com/job/full-stack-software-engineer-ai/8249765,8249765,2026-02-04
UK Applied AI Solution Engineer,Tomoro,4 Locations,In-Office,Mid level,70K-90K Annually,https://builtin.com/job/uk-applied-ai-solution-engineer/7984336,7984336,2026-02-04
Senior DevOps Engineer – Azure & Databricks (AI/ML Focus),Ascent.io,4 Locations,Remote,Senior level,,https://builtin.com/job/senior-devops-engineer-azure-databricks-ai-ml-focus/7834737,7834737,2026-02-04
AI / ML Engineer,BPM LLP,United Kingdom,Remote,Senior level,150K-180K Annually,https://builtin.com/job/ai-ml-engineer/7323114,7323114,2026-02-04
UK Senior Applied AI Solution Engineer,Tomoro,4 Locations,In-Office or Remote,Senior level,90K-135K Annually,https://builtin.com/job/uk-senior-applied-ai-solution-engineer/7984333,7984333,2026-02-04
Applied Scientist / Research Engineer - EMEA,Mistral AI,5 Locations,Remote or Hybrid,Mid level,,https://builtin.com/job/applied-ai-engineer-applied-science-europe-paris/3831852,3831852,2026-02-04
AI Developer,Cato Networks,"London, Greater London, England, GBR",In-Office,Senior level,,https://builtin.com/job/ai-developer/7806631,7806631,2026-02-04
"Staff Level Research Engineer, AI",Adyen,"Amsterdam, NLD",Hybrid,Expert/Leader,,https://builtin.com/job/staff-level-research-engineer-ai/6725141,6725141,2026-02-04
AI Engineer,dentsu,"Amsterdam, NLD",In-Office,Mid level,,https://builtin.com/job/ai-engineer/7862297,7862297,2026-02-04
Senior AI Engineer I,Loop Earplugs,2 Locations,In-Office,Senior level,,https://builtin.com/job/senior-ai-engineer-i/7707835,7707835,2026-02-04
AI Engineer,Optiver,"Amsterdam, NLD",In-Office,Senior level,,https://builtin.com/job/ai-engineer/7195656,7195656,2026-02-04
ML/AI Engineer,Nebius,"Amsterdam, NLD",In-Office,Mid level,,https://builtin.com/job/ml-ai-engineer/6894754,6894754,2026-02-04
AI & ML Engineer,Devoteam,"Amsterdam, NLD",In-Office,Junior,,https://builtin.com/job/ai-ml-engineer/8387953,8387953,2026-02-04
Machine Learning Engineer (AI Core Team),Manychat,"Amsterdam, NLD",Hybrid,Mid level,,https://builtin.com/job/machine-learning-engineer-ai-core-team/7751383,7751383,2026-02-04
Staff Software Engineer (AI/Python),Castor,Netherlands,Remote,Senior level,,https://builtin.com/job/staff-software-engineer-ai-python/8362002,8362002,2026-02-04
"Staff Engineer, Distributed Storage,HPC & AI Infrastructure",Together AI,"Amsterdam, NLD",In-Office,Senior level,,https://builtin.com/job/staff-engineer-distributed-storage-and-hpc-ai-infrastructure/8256176,8256176,2026-02-04
Senior Staff Data Engineer- ML & AI Platform,Adevinta,"Amsterdam, NLD",In-Office,Senior level,,https://builtin.com/job/senior-staff-data-engineer-ml-ai-platform/8239343,8239343,2026-02-04
Senior Software Engineer (TypeScript) - AI/ML,ClickHouse,The Netherlands,Remote,Senior level,,https://builtin.com/job/fullstack-engineer-ai-ml/7598993,7598993,2026-02-04
Distinguished AI Engineer,Capital One,6 Locations,Hybrid,Senior level,245K-335K Annually,https://builtin.com/job/distinguished-ai-engineer/8162528,8162528,2026-02-04
Staff AI Engineer - Simulation Environments,Datadog,"New York, NY, USA",Hybrid,Senior level,234K-300K Annually,https://builtin.com/job/staff-ai-engineer-simulation-environments/8394384,8394384,2026-02-04
Advisory National CT&I - AI Engineer - Director,PwC,7 Locations,Hybrid,Expert/Leader,155K-410K Annually,https://builtin.com/job/advisory-national-ct-i-ai-engineer-director/7864001,7864001,2026-02-04
Senior Lead AI Engineer (Gen AI Platform Services),Capital One,5 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer-gen-ai-platform-services/6932320,6932320,2026-02-04
AI Engineer,Capco,"New York, NY, USA",Hybrid,Senior level,125K-143K Annually,https://builtin.com/job/ai-engineer/7740286,7740286,2026-02-04
Senior AI Engineer,Capital One,5 Locations,Hybrid,Senior level,162K-201K Annually,https://builtin.com/job/senior-ai-engineer/8363754,8363754,2026-02-04
AI Engineer,Hiya Inc.,4 Locations,Remote or Hybrid,Mid level,134K-262K Annually,https://builtin.com/job/ai-engineer/7415764,7415764,2026-02-04
"Global Allocation AI Engineer, Vice President",BlackRock,"New York, NY, USA",In-Office,Mid level,162K-215K Annually,https://builtin.com/job/global-allocation-ai-engineer-vice-president/7212355,7212355,2026-02-04
AI Engineer (Search and Context),Hex,3 Locations,Remote or Hybrid,Senior level,225K-275K Annually,https://builtin.com/job/ai-engineer-search-and-context/8074529,8074529,2026-02-04
Senior Lead AI Engineer (AI Foundations),Capital One,3 Locations,Hybrid,Senior level,225K-281K Annually,https://builtin.com/job/senior-lead-ai-engineer-ai-foundations/7666865,7666865,2026-02-04
"Senior Lead AI Engineer (FM Hosting, LLM Inference)",Capital One,3 Locations,Hybrid,Senior level,230K-286K Annually,https://builtin.com/job/senior-lead-ai-engineer-fm-hosting-llm-inference/8314732,8314732,2026-02-04
